BANK,IFSC,MICR CODE,BRANCH,CITY,DISTRICT,STATE
SBI,SBIN0008946,271002007,BISHNAPUR,GONDA,GONDA,UTTAR PRADESH
SBI,SBIN0008947,413002435,SATRAL S.A.B.,SATRAL,GONDA,UTTAR PRADESH
SBI,SBIN0008948,414002409,DHOR JALGAON,DHORJALGAON,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0008949,226002009,BHAPTAMAU,BHAPTAMAU,JALGAON,MAHARASHTRA
SBI,SBIN0008950,227002010,NAND MAHAR,NANDMAHAR,LUCKNOW,UTTAR PRADESH
SBI,SBIN0008951,225002008,ROZAGAON,BARABANKI,SULTANPUR,UTTAR PRADESH
SBI,SBIN0008952,277002018,CHOGRA,BALLIA,BARABANKI,UTTAR PRADESH
SBI,SBIN0008953,277002010,KASUDHAR,KASAUNDAR,BALIA,UTTAR PRADESH
SBI,SBIN0008954,206002011,DADORA,ETAWAH,BALIA,UTTAR PRADESH
SBI,SBIN0008955,206002016,LAHERAPUR,AURAIYA,ETAWAH,UTTAR PRADESH
SBI,SBIN0008956,462002013,KASTURBA HOSPITAL, BHOPAL,BHOPAL,AURAIYA,UTTAR PRADESH
SBI,SBIN0008957,812002007,J LN M C & HOSPITAL,BHAGALPUR,BHOPAL,MADHYA PRADESH
SBI,SBIN0008958,209002018,BETHAR,UNNAO,BHAGALPUR,BIHAR
SBI,SBIN0008959,277002008,KARMANPUR,BALLIA,UNNAV,UTTAR PRADESH
SBI,SBIN0008960,842002013,MITHANPURA, MUZAFFARPUR,MUZAFFARPUR,BALIA,UTTAR PRADESH
SBI,SBIN0008961,834002021,SAIL SATELLITE,DHURWA,MUZAFFARPUR,BIHAR
SBI,SBIN0008962,262002530,JAKH,PITHORAGARH,RANCHI,JHARKHAND
SBI,SBIN0008963,272002014,POKHARNI,BASTI,PITORAGARH,UTTARAKHAND
SBI,SBIN0008964,400002118,NRI BRANCH, MUMBAI,MUMBAI,BASTI,UTTAR PRADESH
SBI,SBIN0008965,400002123,IFB, MUMBAI,KOLABA,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0008966,411002038,IFB, PUNE,PUNE,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0008967,263002122,DHAULA DEVI,ALMORA,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0008968,263002123,CHALNICHHINA,CHALNICHHINA,TEHRI-GARHWAL,UTTARAKHAND
SBI,SBIN0008969,263002118,PAISIA,ALMORA,ALMORA,UTTARAKHAND
SBI,SBIN0008970,263002043,GAGRIGOL,BAGESHWAR,ALMORA,UTTARAKHAND
SBI,SBIN0008971,208002069,IFB KANPUR,KANPUR,BAGESHWAR,UTTARAKHAND
SBI,SBIN0008972,261002008,SANDA,SITAPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0008973,721002834,KHALSIULI,MEDINIPUR,SITAPUR,UTTAR PRADESH
SBI,SBIN0008974,530002019,OVERSEAS BRANCH, VISAKHAPATNAM,VISAKHAPATNAM,PASCHIM MEDINIPUR,WEST BENGAL
SBI,SBIN0008975,230002020,RAJAPUR,PRATAPGARH,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0008976,380002999,FSLO AHEMDABAD,AHMEDABAD,LUCKNOW,UTTAR PRADESH
SBI,SBIN0008977,233002006,MISHRA BAZAR,GHAZIPUR,GAZIPUR,UTTAR PRADESH
SBI,SBIN0008979,758002009,JAGMOHANPUR,JAGMOHANPUR,KEONJHAR,ODISHA
SBI,SBIN0008980,385002117,MOTA KAPRA,MOTA KAPRA,BANAS KANTHA,GUJARAT
SBI,SBIN0008981,249002999,NEW TEHRI TOWN,TEHRI,TEHRI-GARHWAL,UTTARAKHAND
SBI,SBIN0008982,229002007,MAUDEEH,RAEBARELI,RAEBAREILI,UTTAR PRADESH
SBI,SBIN0008983,500002001,SERVICE BRANCH, HYDERABAD,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH
SBI,SBIN0008984,441002539,WADHONA,WADHANA,CHANDRAPUR,MAHARASHTRA
SBI,SBIN0008985,176002161,GANDER,KANGRA,KANGRA,HIMACHAL PRADESH
SBI,SBIN0008986,384002106,KHAMBHEL,KHAMBEL,MAHESANA,GUJARAT
SBI,SBIN0008987,451002007,CHATLI,CHATLI,BADWANI,MADHYA PRADESH
SBI,SBIN0008988,560002085,BASHATTIHALLI INDL.ESTATE,BANGALORE,BANGALORE,KARNATAKA
SBI,SBIN0008989,786002003,GABHARUPATHAR,DIBRUGARH,DIBRUGARH,ASSAM
SBI,SBIN0008990,786002517,KOTOHA,KOTOHA,DIBRUGARH,ASSAM
SBI,SBIN0008991,414002004,BURUDGAON ROAD (AHMEDNAGAR),AHMADNAGAR,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0008992,786002525,TILOINAGAR,TILOINAGAR,DIBRUGARH,ASSAM
SBI,SBIN0008993,272002033,BHAWANIGANJ,SIDDHARTHA,SIDDHARTH NAGAR,UTTAR PRADESH
SBI,SBIN0008994,721002070,NAYAPUT,NAYAPUT,PURBA MEDINIPUR,WEST BENGAL
SBI,SBIN0008995,500002060,AC GUARDS, HYDERABAD,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH
SBI,SBIN0008996,530002014,KIRLAMPUDI LAYOUT, VISAKHAPATNAM,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0008997,533002307,KAKINADA PORT, KAKINADA,GODAVARI,EAST GODAVARI,ANDHRA PRADESH
SBI,SBIN0008998,530002027,UKKUNAGARAAM SEC 6,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0008999,523002002,BMC ONGOLE,ONGOLE,PRAKASAM,ANDHRA PRADESH
SBI,SBIN0009000,400002991,AGENCY CLEARING DEPARTMENT,MUMBAI,THANE,MAHARASHTRA
SBI,SBIN0009001,520002012,SATNARAYANPURAM, VIJAYAWADA,KRISHNA,KRISHNA,ANDHRA PRADESH
SBI,SBIN0009002,800002004,ANANDPURI,PATNA,PATNA,BIHAR
SBI,SBIN0009003,800002002,ANISABAD,PATNA,PATNA,PATNA,BIHAR
SBI,SBIN0009004,800002005,ASHIANA NAGAR,PATNA,PATNA,BIHAR
SBI,SBIN0009005,800002020,HANUMAN NAGAR,PATNA,PATNA,BIHAR
SBI,SBIN0009006,800002010,BIHAR VETERINARY COLLEGE COMPLEX,PATNA,PATNA,BIHAR
SBI,SBIN0009007,823002003,PURANI GODOWN,GAYA,GAYA,BIHAR
SBI,SBIN0009008,826002015,STATION AREA,DHANBAD,DHANBAD,JHARKHAND
SBI,SBIN0009009,831002009,BARIDIH,BARIDIH,PURBI SINGHBHUM,JHARKHAND
SBI,SBIN0009010,834002010,ASHOK NAGAR,RANCHI,RANCHI,JHARKHAND
SBI,SBIN0009011,834002017,NAMKUM, RANCHI,RANCHI,RANCHI,JHARKHAND
SBI,SBIN0009012,811002703,NAWADIH SILPAHARI,JAMUI,JAMUI,BIHAR
SBI,SBIN0009013,827002520,LALPANIA,LALPANIA,BOKARO,JHARKHAND
SBI,SBIN0009014,441002465,KOKA SAB,BHANDARA,BHANDARA,MAHARASHTRA
SBI,SBIN0009015,442002458,LAKHAMAPUR SAB,CHANDRAPUR,CHANDRAPUR,MAHARASHTRA
SBI,SBIN0009016,411002001,SERVICE BRANCH, PUNE,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0009017,221002024,KASHI VISHWANATH TEMPLE,VARANASI,VARANASI,UTTAR PRADESH
SBI,SBIN0009018,273002009,SURAJKUND, GORAKHPUR,GORAKPUR,GORAKPUR,UTTAR PRADESH
SBI,SBIN0009019,226002022,JAIL ROAD,LUCKNOW,LUCKNOW,UTTAR PRADESH
SBI,SBIN0009020,243002012,QUILA BRANCH, BARIELLY,BAREILLY,BAREILLY,UTTAR PRADESH
SBI,SBIN0009021,226002037,VIKRAMADITYA NAGAR, LUCKNOW,LUCKNOW,LUCKNOW,UTTAR PRADESH
SBI,SBIN0009022,208002070,RAILWAY STATION,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0009023,208002067,HAL KANPUR,LUCKNOW,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0009024,208002068,IOC KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0009025,751002006,GOVT.TREASURY, BHUBANESWAR,BHUBANESWAR,KHURDA,ODISHA
SBI,SBIN0009026,751002010,KAPILA PRASAD,KHURDA,KHURDA,ODISHA
SBI,SBIN0009027,751002014,PRIYADARSHINI MARKET,BHUBANESWAR,KHURDA,ODISHA
SBI,SBIN0009028,753002004,BIDANASI, CUTTACK,CUTTACK,CUTTACK,ODISHA
SBI,SBIN0009029,753002014,LINK ROAD, CUTTACK,LINK ROAD,CUTTACK,ODISHA
SBI,SBIN0009030,769002013,JALDA,ROURKELA,SURENDRANAGAR,ODISHA
SBI,SBIN0009031,768002008,BARAIPALI IND ESTATE,SAMBALPUR,SAMBALPUR,ODISHA
SBI,SBIN0009032,230002017,NANAUTI,PRATAPGARH,PRATAPGARH,UTTAR PRADESH
SBI,SBIN0009033,712002034,HARINKHOLA,HUGLICHINSURAH,HOOGHLY,WEST BENGAL
SBI,SBIN0009034,737002006,MAJHITAR,MAJHITAR,EAST SIKKIM,SIKKIM
SBI,SBIN0009035,737002518,PHODONG,PHODONG,NORTH SIKKIM,SIKKIM
SBI,SBIN0009036,737002106,PAKYONG,EASTSIKKIM,EAST SIKKIM,SIKKIM
SBI,SBIN0009037,737002107,DIKCHU,DIKCHU,NORTH SIKKIM,SIKKIM
SBI,SBIN0009038,733002206,KALIGANG,KALIGANJ,UTTAR DINAJPUR,WEST BENGAL
SBI,SBIN0009039,733002613,KULAVITA,KULAVITA,UTTAR DINAJPUR,WEST BENGAL
SBI,SBIN0009040,734002914,?·HANSQUEA,HANSQUEA,SOUTH 24 PARGANAS,WEST BENGAL
SBI,SBIN0009041,560002066,MICO LAYOUT,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009042,560002063,DOLLAR COLONY,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009043,560002061,AUSTIN TOWN, BANGALORE,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009044,560002065,ELECTRONIC CITY, BANGALORE,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009045,560002067,VIDYARANYAPURA,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009046,560002064,KUNDALAHALLI,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009047,560002060,MAGADI ROAD, BANGALORE,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009048,560002068,ISRO VIMANPURA,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009049,560002062,BASAVESHWARA NAGAR,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009050,560002069,ATOMIC ENERGY DEPT., BANGALORE,IBANGLORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009051,575002003,ARYA SAMAJ ROAD, MANGALORE,KANNADA,DAKSHINA KANNADA,KARNATAKA
SBI,SBIN0009052,575002004,BAJAL,KANNADA,DAKSHINA KANNADA,KARNATAKA
SBI,SBIN0009053,570002007,KUVEMPUNAGAR,MYSORE,MYSORE,KARNATAKA
SBI,SBIN0009054,400002120,MAZGAON DOCK,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0009055,400002117,VIHAR LAKE, MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0009056,400002121,JEKEGRAM,THANE,THANE,MAHARASHTRA
SBI,SBIN0009057,440002020,DEENDAYAL NAGAR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0009058,440002021,JAIPRAKASH NAGAR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0009060,440002023,COAL ESTATE,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0009061,411002039,PAUD ROAD,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0009062,411002041,HADAPSAR,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0009063,411002023,BEG KHADKI,KIRKEE,PUNE,MAHARASHTRA
SBI,SBIN0009064,343002090,MORSEEM,JALORE,JALOR,RAJASTHAN
SBI,SBIN0009065,343002985,DEORA,JALORE,JALOR,RAJASTHAN
SBI,SBIN0009066,431002513,TALKHED,TALKHED,BEED,MAHARASHTRA
SBI,SBIN0009067,754002082,BAIRI,BAIRI,JAJPUR,ODISHA
SBI,SBIN0009068,495002481,MORGA,KORBA,KORBA,CHANDIGARH
SBI,SBIN0009070,229002009,PAHRE MAU,RAE BARELI,RAEBAREILI,UTTAR PRADESH
SBI,SBIN0009071,500002058,NFC,RANGAREDDY,HYDERABAD URBAN,ANDHRA PRADESH
SBI,SBIN0009072,227002003,IGFCC,JAGDISHPUR,LUCKNOW,UTTAR PRADESH
SBI,SBIN0009073,263002011,CHILIANAULA,ALMORA,ALMORA,UTTARAKHAND
SBI,SBIN0009075,491002003,STATION ROAD, DURG,DURG,DURG,CHANDIGARH
SBI,SBIN0009076,760002050,ZO BERHAMPUR,GANJAM,GANJAM,ODISHA
SBI,SBIN0009077,560002059,IFB, BANGALORE,BANGALORE,BANGALORE URBAN,KARNATAKA
SBI,SBIN0009078,721002836,GRAMRAJ SAB,MEDINIPUR,PASCHIM MEDINIPUR,WEST BENGAL
SBI,SBIN0009080,516002056,PENAGALUR,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
SBI,SBIN0009081,532002029,VANGARA,VANGARA,SRIKAKULAM,ANDHRA PRADESH
SBI,SBIN0009082,530002011,HINDUSTAN SHIPYARD VISAKHAPATNAM,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
SBI,SBIN0009083,110002182,SARASWATI VIHAR,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0009084,110002247,SANDAL KALAN,SANDAL KALAN,SONIPAT,HARYANA
SBI,SBIN0009085,177002061,SERA,SERA,HAMIRPUR,HIMACHAL PRADESH
SBI,SBIN0009086,177002241,GONDHPUR BANEHARA,GOINDPUR,UNA,HIMACHAL PRADESH
SBI,SBIN0009087,173002151,DIDAG,DIDAG,SIRMOUR,HIMACHAL PRADESH
SBI,SBIN0009088,174002041,AUHAR,BILASPUR,BILASPUR,HIMACHAL PRADESH
SBI,SBIN0009089,141002007,DUNGRI ROAD, LUDHIANA,LUDHIANA,LUDHIANA,PUNJAB
SBI,SBIN0009090,141002012,INLAND CONTAINER DEPORT LUDHIANA,LUDHIANA,LUDHIANA,PUNJAB
SBI,SBIN0009091,190002011,RAJBAGH,SRINAGAR,SRINAGAR,JAMMU AND KASHMIR
SBI,SBIN0009092,491002461,MURMUNDA,MURMUNDA,RAJNANDGAON,CHANDIGARH
SBI,SBIN0009093,491002241,BHARDA KALA,BHARDAKLAN,DURG,CHANDIGARH
SBI,SBIN0009094,460002010,CHUNAHAJURI,BETUL,BETUL,MADHYA PRADESH
SBI,SBIN0009095,483002025,KANTI,KAMTI,KATNI,MADHYA PRADESH
SBI,SBIN0009096,481002024,UDAIPUR,UDAIPUR,MANDLA,MADHYA PRADESH
SBI,SBIN0009097,484002032,KARPA,ANUPPUR,ANOOPPUR,MADHYA PRADESH
SBI,SBIN0009100,493002441,ROHANSI,ROHANSI,RAIPUR,CHANDIGARH
SBI,SBIN0009101,494002061,BAJAWAND,BASTAR,BASTAR,CHANDIGARH
SBI,SBIN0009103,500002059,IFB, HYDERABAD,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH
SBI,SBIN0009104,442002504,CHATGAON SAB,CHATGAON,GADCHIROLI,MAHARASHTRA
SBI,SBIN0009105,793002012,DHANKHETI,KHASIHILLS,EAST KHASI HILLS,MEGHALAYA
SBI,SBIN0009106,624002107,DEVATHOOR,DINDIGUL,DINDIGUL,TAMIL NADU
SBI,SBIN0009107,625002047,KANNIAPPAPILLAIPATTI,MADURAI,THENI,TAMIL NADU
SBI,SBIN0009108,248002010,KANWALI ROAD, DEHRADUN,DEHRADUN,DEHRADUN,UTTARAKHAND
SBI,SBIN0009109,110002177,NIZAMMUDIN,NIZAMUDDIN,NEW DELHI,DELHI
SBI,SBIN0009110,110002178,VIKASPURI,DELHI,NEW DELHI,DELHI
SBI,SBIN0009111,110002180,PASCHIM VIHAR,DELHI,NEW DELHI,DELHI
SBI,SBIN0009112,110002179,MEERA BAGH,DELHI,NEW DELHI,DELHI
SBI,SBIN0009113,342002160,KHARIA KHANGAR,JODHPUR,JODHPUR,RAJASTHAN
SBI,SBIN0009114,246002029,DUDHARKHAL,DUDHARKHAL,GARHWAL,UTTARAKHAND
SBI,SBIN0009115,786002501,ANINI,ANINI,DIBANG VALLEY,ARUNACHAL PRADESH
SBI,SBIN0009116,793002502,CHERRAPUNJEE,CHERRAPUNJEE,EAST KHASI HILLS,MEGHALAYA
SBI,SBIN0009117,272002045,MAHADEVA BAZAR,SIDDHARTHA,SIDDHARTH NAGAR,UTTAR PRADESH
SBI,SBIN0009118,272002043,KHUNWA BAZAR,SIDDHARTHA,SIDDHARTH NAGAR,UTTAR PRADESH
SBI,SBIN0009119,208002001,SERVICE BRANCH KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
SBI,SBIN0009120,395002020,GIDC SACHIN,SACHIN,SURAT,GUJARAT
SBI,SBIN0009121,680002004,EAST FORT, THRISSUR,THRISSUR,TRISSUR,KERALA
SBI,SBIN0009122,682002014,LISSIE HOSPITAL ERNAKULAM,ERNAKULAM,ERNAKULAM,KERALA
SBI,SBIN0009123,132002105,GRAIN MARKET,KARNAL,KARNAL,HARYANA
SBI,SBIN0009124,180002007,REHARI COLONY, JAMMU,JAMMU,JAMMU,JAMMU AND KASHMIR
SBI,SBIN0009125,713002629,?·SIGNA SAB,SIGNA,BARDHAMAN,WEST BENGAL
SBI,SBIN0009126,799002007,MBB COLLEGE,ARAGTALA,WEST TRIPURA,TRIPURA
SBI,SBIN0009127,799002505,DUKLI,DUKLI,WEST TRIPURA,TRIPURA
SBI,SBIN0009128,799002511,KANCHANCHERRA,SHILLONG,NORTH TRIPURA,TRIPURA
SBI,SBIN0009129,799002508,GARJEE,GARJEE,SOUTH TRIPURA,TRIPURA
SBI,SBIN0009130,799002502,AMTALI,AMTALI,WEST TRIPURA,TRIPURA
SBI,SBIN0009131,799002506,GANDHIGRAM,WESTTRIPURA,WEST TRIPURA,TRIPURA
SBI,SBIN0009132,422002399,PIMPALNARE,PIMPALENARE,NASHIK,MAHARASHTRA
SBI,SBIN0009134,422002396,SHIVARE,SHIVARE,NASHIK,MAHARASHTRA
SBI,SBIN0009135,721002837,MENKAPUR,MENKAPUR,PASCHIM MEDINIPUR,WEST BENGAL
SBI,SBIN0009136,721002838,HALDERDIGHI,HALDERDIGHI,PASCHIM MEDINIPUR,WEST BENGAL
SBI,SBIN0009137,700002188,CHINGRIGHATA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0009138,744002009,CHOULDHARI,CHOULDHARI,ANDAMAN,ANDAMAN AND NICOBAR ISLAND
SBI,SBIN0009139,744002010,BARATANG,ANDAMAN,ANDAMAN,ANDAMAN AND NICOBAR ISLAND
SBI,SBIN0009140,784002509,BALIJAN,BALIJAN,SONITPUR,ASSAM
SBI,SBIN0009141,784002510,BISWANATH GHAT,BISWANATH,SONITPUR,ASSAM
SBI,SBIN0009142,784002514,RANGACHAKUA,RANGACHAKUA,KAMRUP,ASSAM
SBI,SBIN0009143,786002502,BAKULANI CHARIALI,DIBRUGARH,DIBRUGARH,ASSAM
SBI,SBIN0009144,782002510,LANKA,NAGAON,NAGAON,ASSAM
SBI,SBIN0009145,783002515,LENGTISINGA,LENGTISINGA,BONGAIGAON,ASSAM
SBI,SBIN0009146,781002516,MAKHIBAHA,MAKHIBAHA,NALBARI,ASSAM
SBI,SBIN0009147,781002512,DARANGA MELA,DARANGAMELA,NALBARI,ASSAM
SBI,SBIN0009148,783002516,MORNAI,MORNAL,GOALPARA,ASSAM
SBI,SBIN0009149,784002508,AFS SALONIBARI,SALONIBARI,SONITPUR,ASSAM
SBI,SBIN0009150,781002022,VINOBANAGAR,KAMRUP,KAMRUP,ASSAM
SBI,SBIN0009151,791002015,REGIONAL BUSINESS OFFICE, ITANAGAR,PAPUMPARE,PAPUM PARE,ARUNACHAL PRADESH
SBI,SBIN0009152,688002005,CIVIL STATION ALAPPUZHA,ALLEPY,ALAPUZZHA,KERALA
SBI,SBIN0009153,797002501,MARAM,MARAM,SENAPATI,MANIPUR
SBI,SBIN0009154,793002003,MAWLAI,KHASIHILLS,EAST KHASI HILLS,MEGHALAYA
SBI,SBIN0009155,794002099,REGIONAL BUSINESS OFFICE, TURA,GARO HILLS W,WEST GARO HILLS,MEGHALAYA
SBI,SBIN0009156,450002004,LALCHOWKI,EAST NIMAR,KHANDWA,MADHYA PRADESH
SBI,SBIN0009157,678002005,MERCY COLLEGE, PALAKKAD,PALAKKAD,PALAKKAD,KERALA
SBI,SBIN0009160,795002506,LAIROUCHING,LAIROUCHING,SENAPATI,MANIPUR
SBI,SBIN0009161,390002028,WARASIA,BARODA,VADODARA,GUJARAT
SBI,SBIN0009162,390002027,VIP ROAD,BARODA,VADODARA,GUJARAT
SBI,SBIN0009163,390002026,AIRFORCE STATION MAKARPURA,BARODA,VADODARA,GUJARAT
SBI,SBIN0009164,392002004,PRITAMNAGAR,BHARUCH,BHARUCH,GUJARAT
SBI,SBIN0009165,395002021,AMBIKANIKETAN,SURAT,SURAT,GUJARAT
SBI,SBIN0009166,395002022,PRAKASH SOCIETY,SURAT,SURAT,GUJARAT
SBI,SBIN0009167,700002584,PARULIA,PARULIA,PURULIYA,WEST BENGAL
SBI,SBIN0009168,741002246,IDD COLLEGE HARINGHATA,NADIA,NADIA,WEST BENGAL
SBI,SBIN0009169,700002310,PATULIA,PATULIA,NORTH 24 PARGANAS,WEST BENGAL
SBI,SBIN0009170,741002628,KALITALA,MURSHIDABAD,MURSHIDABAD,WEST BENGAL
SBI,SBIN0009171,742002404,TENYA,MURSHIDABAD,MALDA,WEST BENGAL
SBI,SBIN0009172,741002630,KHARERA,MURSHIDABAD,MURSHIDABAD,WEST BENGAL
SBI,SBIN0009173,741002631,BAZITPUR,MURSHIDABAD,MURSHIDABAD,WEST BENGAL
SBI,SBIN0009174,741002632,?·NIMTITA SAB,NIMTITA,MURSHIDABAD,WEST BENGAL
SBI,SBIN0009175,476002059,MANGROL,MORENA,MORENA,MADHYA PRADESH
SBI,SBIN0009177,476002054,BADAGAON,MORENA,MORENA,MADHYA PRADESH
SBI,SBIN0009179,470002417,PATNARAJA,PATNA,DAMOH,MADHYA PRADESH
SBI,SBIN0009180,494002110,NAIMED,DANTEWADA,DANTEWADA,CHANDIGARH
SBI,SBIN0009181,470002414,KHANDERI,DAMOH,DAMOH,MADHYA PRADESH
SBI,SBIN0009183,471002015,PARSANIYA,CHHATARPUR,CHHATTARPUR,MADHYA PRADESH
SBI,SBIN0009184,623002717,MELAYAKUDI,RAMANATHAPURAM,RAMANATHAPURAM,TAMIL NADU
SBI,SBIN0009185,821002606,AKHILASPUR,AKHILASPUR,KAIMUR,BIHAR
SBI,SBIN0009186,821002708,INDRAPURI,ROHTAS,ROHTAS,BIHAR
SBI,SBIN0009187,821002709,KHAIRADIH,ROHTAS,ROHTAS,BIHAR
SBI,SBIN0009188,804002504,PANDUI,PANDUI,JEHANABAD,BIHAR
SBI,SBIN0009189,814002719,PARASPANI,PARASPANI,GODDA,JHARKHAND
SBI,SBIN0009190,814002720,DEOBANDHA,GODDA,GODDA,JHARKHAND
SBI,SBIN0009191,785002509,MATHURAPUR,MATHURAPUR,SIBSAGAR,ASSAM
SBI,SBIN0009192,785002004,KATAKIPUKHURI,PULIBOR,JORHAT,ASSAM
SBI,SBIN0009193,785002501,BAMUNPUKHURI,BAMUNPUKHURI,JORHAT,ASSAM
SBI,SBIN0009194,785002515,SANTAK,SANTAK,SIBSAGAR,ASSAM
SBI,SBIN0009195,781002505,RAJAMAYANG,MORIGAON,MORIGAON,ASSAM
SBI,SBIN0009196,788002504,BOSLA,BOSLA,KARIMGANJ,ASSAM
SBI,SBIN0009199,781002515,KAMARGAON,KAMARGAON,BARPETA,ASSAM
SBI,SBIN0009201,781002026,ICD AMINGAON,KAMRUP,KAMRUP,ASSAM
SBI,SBIN0009203,263002951,R B O ALMORA,ALMORA,ALMORA,UTTARAKHAND
SBI,SBIN0009204,410002825,PEDALI,PANVEL,RAIGAD,MAHARASHTRA
SBI,SBIN0009205,700002302,KHASMALLICK,BARUIPUR,SOUTH 24 PARGANAS,WEST BENGAL
SBI,SBIN0009206,302002016,HAWA SARAK, JAIPUR,JAIPUR,JAIPUR,RAJASTHAN
SBI,SBIN0009207,305002002,LOCO WORKSHOP, AJMER,AJMER,AJMER,RAJASTHAN
SBI,SBIN0009209,110002181,KESOPUR, NEW DELHI,NEWDELHI,NEW DELHI,DELHI
SBI,SBIN0009210,852002612,BHURA,BHURA,SUPAUL,BIHAR
SBI,SBIN0009211,816002506,SONAJORI,SONAJORI,PAKUR,JHARKHAND
SBI,SBIN0009212,841002610,NARAINIA,GOPALGANJ,GOPALGANJ,BIHAR
SBI,SBIN0009213,845002527,DARMAHA,DARMAHA,EAST CHAMPARAN,BIHAR
SBI,SBIN0009214,845002528,NIMUIA SAP,NIMUIA,EAST CHAMPARAN,BIHAR
SBI,SBIN0009215,643002020,AGALAR,AGALAR,NILGIRIS,TAMIL NADU
SBI,SBIN0009216,638002093,AYYANSALAI,AYYANSALAI,ERODE,TAMIL NADU
SBI,SBIN0009217,852002613,DAGMARA,DAGMARA,SUPAUL,BIHAR
SBI,SBIN0009218,854002510,HARDAR,HARDAR,ARARIA,BIHAR
SBI,SBIN0009219,383002105,HATHARWA,HATHARWA,SABAR KANTHA,GUJARAT
SBI,SBIN0009220,824002506,RAJOI,AURANGABAD,AURANGABAD,BIHAR
SBI,SBIN0009221,821002607,BELAON,BELAWAN,KAIMUR,BIHAR
SBI,SBIN0009222,822002513,PATHRA,NARSINGHPUR,PALAMU,JHARKHAND
SBI,SBIN0009223,822002010,MURUBAR(GENTHA),PALAMAU,PALAMU,JHARKHAND
SBI,SBIN0009224,834002511,BICHNA,RANCHI,RANCHI,JHARKHAND
SBI,SBIN0009225,442002457,KAWTHALA SAB,CHANDRAPUR,CHANDRAPUR,MAHARASHTRA
SBI,SBIN0009226,845002529,SAREYA PIPRA,SARIANPIPRA,EAST CHAMPARAN,BIHAR
SBI,SBIN0009227,845002530,BAIRIADIH,BAIRIYADIH,EAST CHAMPARAN,BIHAR
SBI,SBIN0009228,152002181,BAM,MUKTSAR,MUKTSAR,PUNJAB
SBI,SBIN0009229,842002507,RUPAULI,RUPAULI,MUZAFFARPUR,BIHAR
SBI,SBIN0009230,171002001,SERVICE BRANCH, SHIMLA,SIMLA,SHIMLA,HIMACHAL PRADESH
SBI,SBIN0009231,814002721,HANWARA,HANWARA,GODDA,JHARKHAND
SBI,SBIN0009232,814002514,GAMHARIYAHAT,GAMARHIYAHAT,DUMKA,JHARKHAND
SBI,SBIN0009233,813002505,DUDHARI,DUDHARI,BANKA,BIHAR
SBI,SBIN0009234,811002506,KHADIGRAM,KHADIGRAM,JAMUI,BIHAR
SBI,SBIN0009235,769002012,BALIJHUDI,ROURKELA,SURENDRANAGAR,ODISHA
SBI,SBIN0009236,816002507,DUMARIA,DUMARIA,PAKUR,JHARKHAND
SBI,SBIN0009237,816002617,CHANCHKI,PAKAUR,PAKUR,JHARKHAND
